"Date","variable","value"
1959,"Motor vehicles (New)",1
1960,"Motor vehicles (New)",1.061936834
1961,"Motor vehicles (New)",0.913875686
1962,"Motor vehicles (New)",1.142151915
1963,"Motor vehicles (New)",1.313005817
1964,"Motor vehicles (New)",1.394578921
1965,"Motor vehicles (New)",1.630783065
1966,"Motor vehicles (New)",1.618340643
1967,"Motor vehicles (New)",1.547484906
1968,"Motor vehicles (New)",1.907837992
1969,"Motor vehicles (New)",1.97038043
1970,"Motor vehicles (New)",1.720504303
1971,"Motor vehicles (New)",2.241471069
1972,"Motor vehicles (New)",2.581747445
1973,"Motor vehicles (New)",2.841570168
1974,"Motor vehicles (New)",2.326329119
1975,"Motor vehicles (New)",2.537538309
1976,"Motor vehicles (New)",3.423611239
1977,"Motor vehicles (New)",4.100328495
1978,"Motor vehicles (New)",4.605090749
1979,"Motor vehicles (New)",4.507625112
1980,"Motor vehicles (New)",3.988273293
1981,"Motor vehicles (New)",4.341377475
1982,"Motor vehicles (New)",4.718430567
1983,"Motor vehicles (New)",6.08296783
1984,"Motor vehicles (New)",7.31614395
1985,"Motor vehicles (New)",8.649501753
1986,"Motor vehicles (New)",9.839918519
1987,"Motor vehicles (New)",9.45401993
1988,"Motor vehicles (New)",10.14628104
1989,"Motor vehicles (New)",10.22583546
1990,"Motor vehicles (New)",9.885228753
1991,"Motor vehicles (New)",8.287845699
1992,"Motor vehicles (New)",9.299884385
1993,"Motor vehicles (New)",10.19588556
1994,"Motor vehicles (New)",11.09909893
1995,"Motor vehicles (New)",10.82384247
1996,"Motor vehicles (New)",11.229047
1997,"Motor vehicles (New)",11.90717733
1998,"Motor vehicles (New)",13.16723863
1999,"Motor vehicles (New)",14.68559946
2000,"Motor vehicles (New)",15.46737993
2001,"Motor vehicles (New)",16.88484337
2002,"Motor vehicles (New)",17.87825512
2003,"Motor vehicles (New)",18.46961884
2004,"Motor vehicles (New)",18.53010589
2005,"Motor vehicles (New)",18.27048503
2006,"Motor vehicles (New)",17.10715531
2007,"Motor vehicles (New)",17.114863
2008,"Motor vehicles (New)",13.5962269
2009,"Motor vehicles (New)",12.15782423
2010,"Motor vehicles (New)",13.38121892
2011,"Motor vehicles (New)",15.25802426
2012,"Motor vehicles (New)",17.3943587
2013,"Motor vehicles (New)",18.33425703
2014,"Motor vehicles (New)",19.40968233
2015,"Motor vehicles (New)",20.32902681
2016,"Motor vehicles (New)",20.18823292
2017,"Motor vehicles (New)",20.70679562
2018,"Motor vehicles (New)",21.09249234
2019,"Motor vehicles (New)",20.91213228
2020,"Motor vehicles (New)",19.60690756
1959,"Motor vehicles (Used)",1
1960,"Motor vehicles (Used)",0.94430971
1961,"Motor vehicles (Used)",0.971346447
1962,"Motor vehicles (Used)",1.078595168
1963,"Motor vehicles (Used)",1.202730621
1964,"Motor vehicles (Used)",1.281595257
1965,"Motor vehicles (Used)",1.429623641
1966,"Motor vehicles (Used)",1.478846672
1967,"Motor vehicles (Used)",1.623731249
1968,"Motor vehicles (Used)",1.728464924
1969,"Motor vehicles (Used)",1.869397287
1970,"Motor vehicles (Used)",1.80113177
1971,"Motor vehicles (Used)",1.998383185
1972,"Motor vehicles (Used)",2.224108506
1973,"Motor vehicles (Used)",2.425222312
1974,"Motor vehicles (Used)",2.50354801
1975,"Motor vehicles (Used)",2.79816761
1976,"Motor vehicles (Used)",3.652564448
1977,"Motor vehicles (Used)",3.974130962
1978,"Motor vehicles (Used)",4.319410761
1979,"Motor vehicles (Used)",4.467439145
1980,"Motor vehicles (Used)",4.373574059
1981,"Motor vehicles (Used)",5.138147849
1982,"Motor vehicles (Used)",5.499326327
1983,"Motor vehicles (Used)",6.453336926
1984,"Motor vehicles (Used)",8.886014551
1985,"Motor vehicles (Used)",10.33036917
1986,"Motor vehicles (Used)",10.75298662
1987,"Motor vehicles (Used)",12.73717776
1988,"Motor vehicles (Used)",13.53884847
1989,"Motor vehicles (Used)",14.91098536
1990,"Motor vehicles (Used)",15.16248989
1991,"Motor vehicles (Used)",16.18305937
1992,"Motor vehicles (Used)",17.74220785
1993,"Motor vehicles (Used)",19.76906494
1994,"Motor vehicles (Used)",23.32003952
1995,"Motor vehicles (Used)",26.18952663
1996,"Motor vehicles (Used)",29.77364592
1997,"Motor vehicles (Used)",32.9618252
1998,"Motor vehicles (Used)",36.41570107
1999,"Motor vehicles (Used)",39.37923291
2000,"Motor vehicles (Used)",39.78478398
2001,"Motor vehicles (Used)",40.24485763
2002,"Motor vehicles (Used)",41.72154855
2003,"Motor vehicles (Used)",38.00961107
2004,"Motor vehicles (Used)",39.43465373
2005,"Motor vehicles (Used)",39.68409234
2006,"Motor vehicles (Used)",38.96901105
2007,"Motor vehicles (Used)",39.94610617
2008,"Motor vehicles (Used)",36.90020659
2009,"Motor vehicles (Used)",35.96541813
2010,"Motor vehicles (Used)",37.93703404
2011,"Motor vehicles (Used)",34.70394323
2012,"Motor vehicles (Used)",34.61537771
2013,"Motor vehicles (Used)",36.75065122
2014,"Motor vehicles (Used)",39.79430522
2015,"Motor vehicles (Used)",46.19150274
2016,"Motor vehicles (Used)",49.93415971
2017,"Motor vehicles (Used)",53.39854487
2018,"Motor vehicles (Used)",57.8437079
2019,"Motor vehicles (Used)",56.96541813
2020,"Motor vehicles (Used)",53.94955611
1959,"Motor vehicle (Parts)",1
1960,"Motor vehicle (Parts)",1.043642467
1961,"Motor vehicle (Parts)",1.078052875
1962,"Motor vehicle (Parts)",1.185480487
1963,"Motor vehicle (Parts)",1.263953
1964,"Motor vehicle (Parts)",1.35826689
1965,"Motor vehicle (Parts)",1.447754931
1966,"Motor vehicle (Parts)",1.579941251
1967,"Motor vehicle (Parts)",1.678976081
1968,"Motor vehicle (Parts)",1.935795216
1969,"Motor vehicle (Parts)",2.267310113
1970,"Motor vehicle (Parts)",2.554343265
1971,"Motor vehicle (Parts)",2.994544692
1972,"Motor vehicle (Parts)",3.35868653
1973,"Motor vehicle (Parts)",3.733948804
1974,"Motor vehicle (Parts)",3.989509022
1975,"Motor vehicle (Parts)",4.316827528
1976,"Motor vehicle (Parts)",4.769932858
1977,"Motor vehicle (Parts)",5.403692824
1978,"Motor vehicle (Parts)",6.049937054
1979,"Motor vehicle (Parts)",6.854595048
1980,"Motor vehicle (Parts)",7.522450692
1981,"Motor vehicle (Parts)",8.213806127
1982,"Motor vehicle (Parts)",8.573122115
1983,"Motor vehicle (Parts)",9.281263114
1984,"Motor vehicle (Parts)",9.565044062
1985,"Motor vehicle (Parts)",9.854490138
1986,"Motor vehicle (Parts)",9.879983214
1987,"Motor vehicle (Parts)",10.04626521
1988,"Motor vehicle (Parts)",11.04122954
1989,"Motor vehicle (Parts)",11.31598825
1990,"Motor vehicle (Parts)",11.85637851
1991,"Motor vehicle (Parts)",11.6673311
1992,"Motor vehicle (Parts)",12.05507763
1993,"Motor vehicle (Parts)",12.92362568
1994,"Motor vehicle (Parts)",14.15736467
1995,"Motor vehicle (Parts)",14.84095678
1996,"Motor vehicle (Parts)",15.79804868
1997,"Motor vehicle (Parts)",16.42173731
1998,"Motor vehicle (Parts)",16.56598825
1999,"Motor vehicle (Parts)",17.23436844
2000,"Motor vehicle (Parts)",17.53608896
2001,"Motor vehicle (Parts)",17.31430969
2002,"Motor vehicle (Parts)",17.4881452
2003,"Motor vehicle (Parts)",18.51489719
2004,"Motor vehicle (Parts)",19.77486362
2005,"Motor vehicle (Parts)",21.23741083
2006,"Motor vehicle (Parts)",22.42635334
2007,"Motor vehicle (Parts)",23.60113303
2008,"Motor vehicle (Parts)",23.25503567
2009,"Motor vehicle (Parts)",22.18170373
2010,"Motor vehicle (Parts)",23.74695762
2011,"Motor vehicle (Parts)",25.48594209
2012,"Motor vehicle (Parts)",26.56556861
2013,"Motor vehicle (Parts)",27.47943768
2014,"Motor vehicle (Parts)",28.0408099
2015,"Motor vehicle (Parts)",29.3101133
2016,"Motor vehicle (Parts)",30.02738145
2017,"Motor vehicle (Parts)",30.60753252
2018,"Motor vehicle (Parts)",31.42887117
2019,"Motor vehicle (Parts)",32.90642048
2020,"Motor vehicle (Parts)",32.80057722
1959,"Furniture and furnishings",1
1960,"Furniture and furnishings",0.999855712
1961,"Furniture and furnishings",1.011514155
1962,"Furniture and furnishings",1.083917698
1963,"Furniture and furnishings",1.176550371
1964,"Furniture and furnishings",1.329755
1965,"Furniture and furnishings",1.415548437
1966,"Furniture and furnishings",1.531209419
1967,"Furniture and furnishings",1.593974548
1968,"Furniture and furnishings",1.741205668
1969,"Furniture and furnishings",1.817418405
1970,"Furniture and furnishings",1.81969815
1971,"Furniture and furnishings",1.915043431
1972,"Furniture and furnishings",2.146711684
1973,"Furniture and furnishings",2.445156264
1974,"Furniture and furnishings",2.64138747
1975,"Furniture and furnishings",2.715695611
1976,"Furniture and furnishings",2.99743168
1977,"Furniture and furnishings",3.418722766
1978,"Furniture and furnishings",3.766744582
1979,"Furniture and furnishings",4.161861888
1980,"Furniture and furnishings",4.263296107
1981,"Furniture and furnishings",4.435056128
1982,"Furniture and furnishings",4.366375206
1983,"Furniture and furnishings",4.981704326
1984,"Furniture and furnishings",5.694629614
1985,"Furniture and furnishings",6.133177503
1986,"Furniture and furnishings",6.855596918
1987,"Furniture and furnishings",7.446310565
1988,"Furniture and furnishings",7.788445445
1989,"Furniture and furnishings",8.171904308
1990,"Furniture and furnishings",7.990967593
1991,"Furniture and furnishings",7.747640897
1992,"Furniture and furnishings",7.996306236
1993,"Furniture and furnishings",8.488096269
1994,"Furniture and furnishings",9.163304764
1995,"Furniture and furnishings",9.62479439
1996,"Furniture and furnishings",10.19507691
1997,"Furniture and furnishings",10.82627767
1998,"Furniture and furnishings",11.680778
1999,"Furniture and furnishings",12.84526592
2000,"Furniture and furnishings",14.04513318
2001,"Furniture and furnishings",14.36900124
2002,"Furniture and furnishings",15.03047355
2003,"Furniture and furnishings",15.71465674
2004,"Furniture and furnishings",17.19043084
2005,"Furniture and furnishings",18.53334488
2006,"Furniture and furnishings",19.60326667
2007,"Furniture and furnishings",19.83248204
2008,"Furniture and furnishings",18.06920036
2009,"Furniture and furnishings",16.04767264
2010,"Furniture and furnishings",16.22101983
2011,"Furniture and furnishings",16.60750873
2012,"Furniture and furnishings",17.1661328
2013,"Furniture and furnishings",17.819323
2014,"Furniture and furnishings",18.87940438
2015,"Furniture and furnishings",20.46105676
2016,"Furniture and furnishings",21.74986293
2017,"Furniture and furnishings",23.05355958
2018,"Furniture and furnishings",24.63829971
2019,"Furniture and furnishings",25.82731654
2020,"Furniture and furnishings",26.01706599
1959,"Household appliances",1
1960,"Household appliances",0.97081448
1961,"Household appliances",0.969230769
1962,"Household appliances",0.978054299
1963,"Household appliances",1.020588235
1964,"Household appliances",1.102488688
1965,"Household appliances",1.108597285
1966,"Household appliances",1.209049774
1967,"Household appliances",1.252714932
1968,"Household appliances",1.408371041
1969,"Household appliances",1.540214932
1970,"Household appliances",1.641855204
1971,"Household appliances",1.797285068
1972,"Household appliances",2.035520362
1973,"Household appliances",2.238687783
1974,"Household appliances",2.33800905
1975,"Household appliances",2.393891403
1976,"Household appliances",2.603167421
1977,"Household appliances",2.878959276
1978,"Household appliances",3.078054299
1979,"Household appliances",3.349717195
1980,"Household appliances",3.41719457
1981,"Household appliances",3.510859729
1982,"Household appliances",3.433710407
1983,"Household appliances",3.799773756
1984,"Household appliances",4.15729638
1985,"Household appliances",4.484049774
1986,"Household appliances",4.806052036
1987,"Household appliances",4.927771493
1988,"Household appliances",5.13489819
1989,"Household appliances",5.396436652
1990,"Household appliances",5.352884615
1991,"Household appliances",5.262726244
1992,"Household appliances",5.49479638
1993,"Household appliances",5.700282805
1994,"Household appliances",5.841459276
1995,"Household appliances",6.011595023
1996,"Household appliances",6.062782805
1997,"Household appliances",6.002714932
1998,"Household appliances",6.479242081
1999,"Household appliances",7.152997738
2000,"Household appliances",7.70989819
2001,"Household appliances",8.085746606
2002,"Household appliances",8.507975113
2003,"Household appliances",8.809785068
2004,"Household appliances",9.520418552
2005,"Household appliances",10.20299774
2006,"Household appliances",10.627319
2007,"Household appliances",10.57963801
2008,"Household appliances",10.42839367
2009,"Household appliances",9.687386878
2010,"Household appliances",9.975452489
2011,"Household appliances",10.40067873
2012,"Household appliances",10.88964932
2013,"Household appliances",11.33371041
2014,"Household appliances",11.5936086
2015,"Household appliances",11.92075792
2016,"Household appliances",12.25831448
2017,"Household appliances",12.53201357
2018,"Household appliances",12.97273756
2019,"Household appliances",13.22415158
2020,"Household appliances",13.49732201
1959,"Household tableware",1
1960,"Household tableware",1
1961,"Household tableware",1.010953518
1962,"Household tableware",1.070917006
1963,"Household tableware",1.096053925
1964,"Household tableware",1.225810982
1965,"Household tableware",1.366942845
1966,"Household tableware",1.577306558
1967,"Household tableware",1.697233535
1968,"Household tableware",1.874596265
1969,"Household tableware",1.969105463
1970,"Household tableware",2.000421289
1971,"Household tableware",2.098160371
1972,"Household tableware",2.293498104
1973,"Household tableware",2.648504424
1974,"Household tableware",2.928240416
1975,"Household tableware",3.219912934
1976,"Household tableware",3.657211066
1977,"Household tableware",4.112343772
1978,"Household tableware",4.807330431
1979,"Household tableware",5.357112765
1980,"Household tableware",5.92613397
1981,"Household tableware",6.636567898
1982,"Household tableware",7.195197304
1983,"Household tableware",7.499648926
1984,"Household tableware",7.91138885
1985,"Household tableware",8.087066423
1986,"Household tableware",8.505827833
1987,"Household tableware",8.495155175
1988,"Household tableware",9.139587137
1989,"Household tableware",9.831343912
1990,"Household tableware",10.31315826
1991,"Household tableware",10.41230164
1992,"Household tableware",11.26232271
1993,"Household tableware",11.87782615
1994,"Household tableware",12.78823199
1995,"Household tableware",13.33689089
1996,"Household tableware",13.91475916
1997,"Household tableware",14.42606376
1998,"Household tableware",15.91124842
1999,"Household tableware",17.92388709
2000,"Household tableware",19.81421149
2001,"Household tableware",20.84833591
2002,"Household tableware",22.45372841
2003,"Household tableware",23.21120629
2004,"Household tableware",24.23620278
2005,"Household tableware",25.05083556
2006,"Household tableware",25.57140851
2007,"Household tableware",25.16851566
2008,"Household tableware",23.37845808
2009,"Household tableware",21.02611993
2010,"Household tableware",20.42732762
2011,"Household tableware",19.80845387
2012,"Household tableware",18.7967982
2013,"Household tableware",19.25839068
2014,"Household tableware",19.80129195
2015,"Household tableware",20.82347985
2016,"Household tableware",21.48588681
2017,"Household tableware",22.26035669
2018,"Household tableware",23.02148575
2019,"Household tableware",24.15896644
2020,"Household tableware",23.66298015
1959,"House and gardening tools",1
1960,"House and gardening tools",1.056531704
1961,"House and gardening tools",1.108479756
1962,"House and gardening tools",1.228800611
1963,"House and gardening tools",1.30710466
1964,"House and gardening tools",1.438884645
1965,"House and gardening tools",1.625668449
1966,"House and gardening tools",1.872803667
1967,"House and gardening tools",2.00381971
1968,"House and gardening tools",2.203972498
1969,"House and gardening tools",2.338044309
1970,"House and gardening tools",2.397249809
1971,"House and gardening tools",2.557295646
1972,"House and gardening tools",2.81894576
1973,"House and gardening tools",3.312452254
1974,"House and gardening tools",3.759358289
1975,"House and gardening tools",4.235294118
1976,"House and gardening tools",4.870511841
1977,"House and gardening tools",5.640183346
1978,"House and gardening tools",6.431245225
1979,"House and gardening tools",7.419022154
1980,"House and gardening tools",8.029411765
1981,"House and gardening tools",8.718487395
1982,"House and gardening tools",9.163483575
1983,"House and gardening tools",9.879679144
1984,"House and gardening tools",10.75515661
1985,"House and gardening tools",11.10847976
1986,"House and gardening tools",11.72994652
1987,"House and gardening tools",12.41061879
1988,"House and gardening tools",13.31436211
1989,"House and gardening tools",14.11535523
1990,"House and gardening tools",14.80939649
1991,"House and gardening tools",15.07486631
1992,"House and gardening tools",16.31398014
1993,"House and gardening tools",17.55882353
1994,"House and gardening tools",19.16157372
1995,"House and gardening tools",19.93200917
1996,"House and gardening tools",20.84530176
1997,"House and gardening tools",22.13216196
1998,"House and gardening tools",23.56226127
1999,"House and gardening tools",25.0236822
2000,"House and gardening tools",26.09167303
2001,"House and gardening tools",26.8961039
2002,"House and gardening tools",27.61917494
2003,"House and gardening tools",28.66271963
2004,"House and gardening tools",30.80022918
2005,"House and gardening tools",32.11650115
2006,"House and gardening tools",32.50229183
2007,"House and gardening tools",30.67341482
2008,"House and gardening tools",30.70664629
2009,"House and gardening tools",29.03017571
2010,"House and gardening tools",30.46600458
2011,"House and gardening tools",33.2341482
2012,"House and gardening tools",36.10122231
2013,"House and gardening tools",37.94728801
2014,"House and gardening tools",39.89992361
2015,"House and gardening tools",41.55767762
2016,"House and gardening tools",43.56035141
2017,"House and gardening tools",45.8460657
2018,"House and gardening tools",48.21237586
2019,"House and gardening tools",49.24637128
2020,"House and gardening tools",54.38019364
1959,"Audio-visual equipment",1
1960,"Audio-visual equipment",0.989225949
1961,"Audio-visual equipment",1.026514862
1962,"Audio-visual equipment",1.082371819
1963,"Audio-visual equipment",1.196912967
1964,"Audio-visual equipment",1.392450523
1965,"Audio-visual equipment",1.641858333
1966,"Audio-visual equipment",2.000993352
1967,"Audio-visual equipment",2.240620463
1968,"Audio-visual equipment",2.427065026
1969,"Audio-visual equipment",2.543974937
1970,"Audio-visual equipment",2.691678765
1971,"Audio-visual equipment",2.821960724
1972,"Audio-visual equipment",3.251088867
1973,"Audio-visual equipment",3.695117292
1974,"Audio-visual equipment",3.958279208
1975,"Audio-visual equipment",4.384809353
1976,"Audio-visual equipment",4.846870941
1977,"Audio-visual equipment",5.200809964
1978,"Audio-visual equipment",5.685489417
1979,"Audio-visual equipment",6.332161687
1980,"Audio-visual equipment",6.702758463
1981,"Audio-visual equipment",7.178650569
1982,"Audio-visual equipment",7.48139375
1983,"Audio-visual equipment",9.231145411
1984,"Audio-visual equipment",10.46389547
1985,"Audio-visual equipment",11.75662872
1986,"Audio-visual equipment",13.68632995
1987,"Audio-visual equipment",15.13012914
1988,"Audio-visual equipment",16.58080538
1989,"Audio-visual equipment",17.04393673
1990,"Audio-visual equipment",17.14525865
1991,"Audio-visual equipment",17.75372507
1992,"Audio-visual equipment",18.24551081
1993,"Audio-visual equipment",20.39000535
1994,"Audio-visual equipment",23.44479254
1995,"Audio-visual equipment",25.89676778
1996,"Audio-visual equipment",27.85000382
1997,"Audio-visual equipment",29.39504852
1998,"Audio-visual equipment",32.47764958
1999,"Audio-visual equipment",35.82364178
2000,"Audio-visual equipment",39.02452816
2001,"Audio-visual equipment",39.30916176
2002,"Audio-visual equipment",40.97753496
2003,"Audio-visual equipment",43.33239092
2004,"Audio-visual equipment",48.49591197
2005,"Audio-visual equipment",53.21624513
2006,"Audio-visual equipment",57.45533736
2007,"Audio-visual equipment",60.83984106
2008,"Audio-visual equipment",59.82776801
2009,"Audio-visual equipment",55.18415221
2010,"Audio-visual equipment",55.85787423
2011,"Audio-visual equipment",57.45770612
2012,"Audio-visual equipment",58.20218537
2013,"Audio-visual equipment",59.0926874
2014,"Audio-visual equipment",59.98127913
2015,"Audio-visual equipment",59.34515168
2016,"Audio-visual equipment",61.18697945
2017,"Audio-visual equipment",66.09337511
2018,"Audio-visual equipment",71.39764652
2019,"Audio-visual equipment",78.34553374
2020,"Audio-visual equipment",83.17538982
1959,"Sporting equipment and guns",1
1960,"Sporting equipment and guns",1.053333333
1961,"Sporting equipment and guns",1.129025641
1962,"Sporting equipment and guns",1.142153846
1963,"Sporting equipment and guns",1.141333333
1964,"Sporting equipment and guns",1.251076923
1965,"Sporting equipment and guns",1.414153846
1966,"Sporting equipment and guns",1.779897436
1967,"Sporting equipment and guns",1.979692308
1968,"Sporting equipment and guns",2.228102564
1969,"Sporting equipment and guns",2.353435897
1970,"Sporting equipment and guns",2.359589744
1971,"Sporting equipment and guns",2.42974359
1972,"Sporting equipment and guns",2.957333333
1973,"Sporting equipment and guns",3.142564103
1974,"Sporting equipment and guns",3.513846154
1975,"Sporting equipment and guns",4.158358974
1976,"Sporting equipment and guns",5.065230769
1977,"Sporting equipment and guns",5.569435897
1978,"Sporting equipment and guns",6.217230769
1979,"Sporting equipment and guns",6.662564103
1980,"Sporting equipment and guns",7.297025641
1981,"Sporting equipment and guns",7.76225641
1982,"Sporting equipment and guns",7.802051282
1983,"Sporting equipment and guns",8.177846154
1984,"Sporting equipment and guns",9.385641026
1985,"Sporting equipment and guns",9.974153846
1986,"Sporting equipment and guns",10.78769231
1987,"Sporting equipment and guns",12.62051282
1988,"Sporting equipment and guns",14.07076923
1989,"Sporting equipment and guns",15.40779487
1990,"Sporting equipment and guns",16.36389744
1991,"Sporting equipment and guns",16.78092308
1992,"Sporting equipment and guns",17.84
1993,"Sporting equipment and guns",19.36697436
1994,"Sporting equipment and guns",21.2705641
1995,"Sporting equipment and guns",22.29087179
1996,"Sporting equipment and guns",23.40841026
1997,"Sporting equipment and guns",24.22338462
1998,"Sporting equipment and guns",26.32287179
1999,"Sporting equipment and guns",28.94420513
2000,"Sporting equipment and guns",32.07589744
2001,"Sporting equipment and guns",33.85907692
2002,"Sporting equipment and guns",35.34379487
2003,"Sporting equipment and guns",36.98010256
2004,"Sporting equipment and guns",39.41846154
2005,"Sporting equipment and guns",41.73805128
2006,"Sporting equipment and guns",44.54789744
2007,"Sporting equipment and guns",45.32164103
2008,"Sporting equipment and guns",45.20369231
2009,"Sporting equipment and guns",42.85846154
2010,"Sporting equipment and guns",43.3185641
2011,"Sporting equipment and guns",44.93230769
2012,"Sporting equipment and guns",47.1614359
2013,"Sporting equipment and guns",49.30461538
2014,"Sporting equipment and guns",50.72225641
2015,"Sporting equipment and guns",54.37969231
2016,"Sporting equipment and guns",57.70605128
2017,"Sporting equipment and guns",58.98482051
2018,"Sporting equipment and guns",61.65292308
2019,"Sporting equipment and guns",65.57948718
2020,"Sporting equipment and guns",73.76452119
1959,"Sports and recreational vehicles",1
1960,"Sports and recreational vehicles",0.909685086
1961,"Sports and recreational vehicles",0.82798574
1962,"Sports and recreational vehicles",0.930481283
1963,"Sports and recreational vehicles",1.077243018
1964,"Sports and recreational vehicles",1.36631016
1965,"Sports and recreational vehicles",1.629827689
1966,"Sports and recreational vehicles",2.045157457
1967,"Sports and recreational vehicles",2.311942959
1968,"Sports and recreational vehicles",3.126856803
1969,"Sports and recreational vehicles",3.871063577
1970,"Sports and recreational vehicles",4.126559715
1971,"Sports and recreational vehicles",4.965240642
1972,"Sports and recreational vehicles",6.511586453
1973,"Sports and recreational vehicles",7.615864528
1974,"Sports and recreational vehicles",7.366607249
1975,"Sports and recreational vehicles",8.854129531
1976,"Sports and recreational vehicles",10.19399881
1977,"Sports and recreational vehicles",11.86333928
1978,"Sports and recreational vehicles",12.88770053
1979,"Sports and recreational vehicles",13.91087344
1980,"Sports and recreational vehicles",11.67676768
1981,"Sports and recreational vehicles",12.38710636
1982,"Sports and recreational vehicles",12.29441474
1983,"Sports and recreational vehicles",12.77243018
1984,"Sports and recreational vehicles",16.35056447
1985,"Sports and recreational vehicles",17.37641117
1986,"Sports and recreational vehicles",18.67320261
1987,"Sports and recreational vehicles",19.52941176
1988,"Sports and recreational vehicles",20.2305407
1989,"Sports and recreational vehicles",20.57070707
1990,"Sports and recreational vehicles",19.74688057
1991,"Sports and recreational vehicles",18.96939988
1992,"Sports and recreational vehicles",18.85264409
1993,"Sports and recreational vehicles",21.36512181
1994,"Sports and recreational vehicles",24.21746881
1995,"Sports and recreational vehicles",26.72697564
1996,"Sports and recreational vehicles",28.61111111
1997,"Sports and recreational vehicles",30.93701723
1998,"Sports and recreational vehicles",34.05258467
1999,"Sports and recreational vehicles",37.81758764
2000,"Sports and recreational vehicles",41.49286988
2001,"Sports and recreational vehicles",42.04010695
2002,"Sports and recreational vehicles",43.43107546
2003,"Sports and recreational vehicles",48.77807487
2004,"Sports and recreational vehicles",54.59298871
2005,"Sports and recreational vehicles",58.38294712
2006,"Sports and recreational vehicles",61.03654189
2007,"Sports and recreational vehicles",62.30926916
2008,"Sports and recreational vehicles",55.06714201
2009,"Sports and recreational vehicles",43.23202614
2010,"Sports and recreational vehicles",42.533571
2011,"Sports and recreational vehicles",44.34937611
2012,"Sports and recreational vehicles",48.36423054
2013,"Sports and recreational vehicles",53.50861557
2014,"Sports and recreational vehicles",57.3731432
2015,"Sports and recreational vehicles",61.85086156
2016,"Sports and recreational vehicles",66.35947712
2017,"Sports and recreational vehicles",71.33868093
2018,"Sports and recreational vehicles",74.6087344
2019,"Sports and recreational vehicles",80.83273916
2020,"Sports and recreational vehicles",89.13686687
1959,"Recreational books",1
1960,"Recreational books",1.0456635
1961,"Recreational books",1.111860251
1962,"Recreational books",1.180508734
1963,"Recreational books",1.294820717
1964,"Recreational books",1.479007049
1965,"Recreational books",1.513944223
1966,"Recreational books",1.691694759
1967,"Recreational books",1.699969353
1968,"Recreational books",1.847686178
1969,"Recreational books",2.116457248
1970,"Recreational books",2.678210236
1971,"Recreational books",2.727551333
1972,"Recreational books",2.698130555
1973,"Recreational books",2.789151088
1974,"Recreational books",2.899479007
1975,"Recreational books",3.223720503
1976,"Recreational books",3.210542446
1977,"Recreational books",3.645724793
1978,"Recreational books",4.459393196
1979,"Recreational books",5.114924916
1980,"Recreational books",5.767085504
1981,"Recreational books",6.553171928
1982,"Recreational books",7.171314741
1983,"Recreational books",7.963224027
1984,"Recreational books",8.655838186
1985,"Recreational books",9.007968127
1986,"Recreational books",9.526509347
1987,"Recreational books",10.73521299
1988,"Recreational books",11.726019
1989,"Recreational books",12.39626111
1990,"Recreational books",13.30370824
1991,"Recreational books",13.53417101
1992,"Recreational books",14.10634386
1993,"Recreational books",15.68525896
1994,"Recreational books",17.93656145
1995,"Recreational books",20.11645725
1996,"Recreational books",22.20778425
1997,"Recreational books",24.13913576
1998,"Recreational books",25.60067423
1999,"Recreational books",27.8155072
2000,"Recreational books",29.93962611
2001,"Recreational books",30.33864542
2002,"Recreational books",31.75268158
2003,"Recreational books",32.50291143
2004,"Recreational books",32.93686791
2005,"Recreational books",33.06895495
2006,"Recreational books",33.29941771
2007,"Recreational books",33.19399326
2008,"Recreational books",31.52589641
2009,"Recreational books",29.05363163
2010,"Recreational books",27.71069568
2011,"Recreational books",25.15997548
2012,"Recreational books",22.38921238
2013,"Recreational books",22.17652467
2014,"Recreational books",22.49708857
2015,"Recreational books",22.67453264
2016,"Recreational books",23.74655225
2017,"Recreational books",24.6803555
2018,"Recreational books",26.09745633
2019,"Recreational books",27.47961998
2020,"Recreational books",27.97037908
1959,"Musical instruments",1
1960,"Musical instruments",1.019230769
1961,"Musical instruments",1.096153846
1962,"Musical instruments",1.194570136
1963,"Musical instruments",1.333710407
1964,"Musical instruments",1.511312217
1965,"Musical instruments",1.740950226
1966,"Musical instruments",2.085972851
1967,"Musical instruments",2.271493213
1968,"Musical instruments",2.438914027
1969,"Musical instruments",2.520361991
1970,"Musical instruments",2.647058824
1971,"Musical instruments",2.714932127
1972,"Musical instruments",3.031674208
1973,"Musical instruments",3.36199095
1974,"Musical instruments",3.564479638
1975,"Musical instruments",3.92760181
1976,"Musical instruments",4.271493213
1977,"Musical instruments",4.383484163
1978,"Musical instruments",4.705882353
1979,"Musical instruments",5.064479638
1980,"Musical instruments",5.14479638
1981,"Musical instruments",5.257918552
1982,"Musical instruments",5
1983,"Musical instruments",5.622171946
1984,"Musical instruments",6.107466063
1985,"Musical instruments",6.714932127
1986,"Musical instruments",7.266968326
1987,"Musical instruments",7.817873303
1988,"Musical instruments",8.555429864
1989,"Musical instruments",8.783936652
1990,"Musical instruments",9.277149321
1991,"Musical instruments",9.839366516
1992,"Musical instruments",9.890271493
1993,"Musical instruments",10.79072398
1994,"Musical instruments",12.21832579
1995,"Musical instruments",13.24321267
1996,"Musical instruments",13.9841629
1997,"Musical instruments",14.53280543
1998,"Musical instruments",15.75
1999,"Musical instruments",17.76470588
2000,"Musical instruments",21.48529412
